CreditScore,Geography,Gender,Age,Tenure, Balance ,NumOfProducts,HasCrCard,IsActiveMember, EstimatedSalary ,Engagement score
749,France,Male,40,1,"€ 1,39,290.41",1,1,0,"€ 1,82,855.42",0.00%
763,France,Female,31,4, € -   ,2,0,0,"€ 50,404.72",0.00%
734,France,Male,30,3, € -   ,2,1,0,"€ 1,07,640.25",0.00%
716,France,Male,35,4,"€ 1,44,428.87",1,1,0,"€ 1,34,132.65",0.00%
594,France,Male,35,2, € -   ,2,1,0,"€ 1,03,480.69",0.00%
644,France,Female,46,9,"€ 95,441.27",1,1,0,"€ 1,08,761.05",0.00%
671,Germany,Male,35,1,"€ 1,44,848.74",1,1,1,"€ 1,79,012.30",100.00%
664,Germany,Male,26,7,"€ 1,16,244.14",2,1,1,"€ 95,145.14",28.57%
656,France,Male,50,7, € -   ,2,0,1,"€ 72,143.44",28.57%
667,Spain,Female,40,1,"€ 1,46,502.07",1,1,0,"€ 19,162.89",0.00%
663,Germany,Male,44,2,"€ 1,17,028.60",2,0,1,"€ 1,44,680.18",100.00%
584,Germany,Female,30,8,"€ 1,12,013.81",1,1,0,"€ 1,77,772.03",0.00%
626,Spain,Female,37,6,"€ 1,08,269.37",1,1,0,"€ 5,597.94",0.00%
485,France,Male,29,7,"€ 1,82,123.79",1,1,0,"€ 1,16,828.51",0.00%
659,Germany,Female,32,3,"€ 1,50,923.74",2,0,1,"€ 1,74,652.51",66.67%
649,France,Male,33,2, € -   ,2,1,0,"€ 2,010.98",0.00%
805,Spain,Female,39,5,"€ 1,65,272.13",1,1,0,"€ 14,109.85",0.00%
716,Germany,Female,39,10,"€ 1,15,301.31",1,1,0,"€ 43,527.40",0.00%
642,Germany,Female,40,6,"€ 1,29,502.49",2,0,1,"€ 86,099.23",33.33%
659,France,Male,31,4,"€ 1,18,342.26",1,0,0,"€ 1,61,574.19",0.00%
545,Spain,Female,47,5, € -   ,2,1,1,"€ 38,970.14",40.00%
543,France,Male,22,8, € -   ,2,0,0,"€ 1,27,587.22",0.00%
718,France,Female,25,7, € -   ,2,1,0,"€ 30,380.12",0.00%
840,France,Female,43,7, € -   ,2,1,0,"€ 90,908.95",0.00%
630,Germany,Female,34,9,"€ 1,06,937.05",2,1,0,"€ 1,38,275.01",0.00%
643,Germany,Male,59,3,"€ 1,70,331.37",1,1,1,"€ 32,171.79",33.33%
654,Germany,Female,32,1,"€ 1,14,510.85",1,1,1,"€ 1,26,143.23",100.00%
582,France,Male,39,5, € -   ,2,1,1,"€ 1,29,892.93",40.00%
659,Spain,Male,32,3,"€ 1,07,594.11",2,1,1,"€ 1,02,416.84",66.67%
762,Spain,Male,39,2,"€ 81,273.13",1,1,1,"€ 18,719.67",50.00%
568,Spain,Female,32,7,"€ 1,69,399.60",1,1,0,"€ 61,936.22",0.00%
670,Spain,Male,25,6, € -   ,2,1,1,"€ 78,358.94",33.33%
613,France,Female,45,1,"€ 1,87,841.99",2,1,1,"€ 1,47,224.27",200.00%
539,France,Male,30,0, € -   ,2,1,0,"€ 1,60,979.66",0.00%
850,Spain,Female,57,8,"€ 1,26,776.30",2,1,1,"€ 1,32,298.49",25.00%
522,Spain,Male,34,9,"€ 1,26,436.29",1,1,0,"€ 1,74,248.52",0.00%
737,France,Male,41,1,"€ 1,01,960.74",1,1,1,"€ 1,23,547.28",100.00%
520,France,Male,58,3, € -   ,2,0,1,"€ 32,790.02",66.67%
706,Spain,Male,28,3, € -   ,2,0,1,"€ 1,81,543.67",66.67%
643,Germany,Female,45,2,"€ 1,50,842.93",1,0,1,"€ 2,319.96",50.00%
648,France,Female,50,9,"€ 1,02,535.57",1,1,1,"€ 1,89,543.19",11.11%
443,Germany,Female,29,9,"€ 99,027.61",2,1,0,"€ 10,940.40",0.00%
640,France,Male,68,9, € -   ,2,1,1,"€ 1,99,493.38",22.22%
628,Spain,Female,33,3, € -   ,1,1,1,"€ 1,88,193.25",33.33%
540,Germany,Female,42,9,"€ 87,271.41",2,1,0,"€ 1,72,572.64",0.00%
460,Germany,Female,35,8,"€ 1,02,742.91",2,1,1,"€ 1,89,339.60",25.00%
636,Germany,Male,34,2,"€ 40,105.51",2,0,1,"€ 53,512.16",100.00%
593,France,Female,29,2,"€ 1,52,265.43",1,1,0,"€ 34,004.44",0.00%
801,Spain,Male,42,4,"€ 1,41,947.67",1,1,1,"€ 10,598.29",25.00%
640,Germany,Female,75,1,"€ 1,06,307.91",2,0,1,"€ 1,13,428.77",200.00%
611,Germany,Male,31,0,"€ 1,07,884.81",2,1,1,"€ 1,83,487.98",200.00%
802,Germany,Male,31,1,"€ 1,25,013.72",1,1,1,"€ 1,87,658.09",100.00%
717,Germany,Male,35,7,"€ 58,469.37",2,1,1,"€ 1,72,459.39",28.57%
769,France,Female,39,8, € -   ,1,0,1,"€ 21,016.00",12.50%
745,Germany,Male,45,10,"€ 1,17,231.63",3,1,1,"€ 1,22,381.02",30.00%
572,Spain,Male,35,4,"€ 1,52,390.26",1,1,0,"€ 1,28,123.66",0.00%
629,Spain,Female,30,2,"€ 34,013.63",1,1,0,"€ 19,570.63",0.00%
687,Spain,Female,39,2, € -   ,3,0,0,"€ 1,88,150.60",0.00%
483,France,Female,50,9, € -   ,2,1,1,"€ 1,11,020.24",22.22%
690,France,Male,36,7,"€ 1,01,583.11",2,1,0,"€ 1,23,775.15",0.00%
492,Germany,Female,30,10,"€ 77,168.87",2,0,1,"€ 1,46,700.22",20.00%
709,Germany,Male,28,8,"€ 1,24,695.72",2,1,0,"€ 1,45,251.35",0.00%
705,Germany,Male,44,3,"€ 1,05,934.96",1,1,0,"€ 82,463.69",0.00%
560,France,Female,66,9, € -   ,1,1,1,"€ 15,928.49",11.11%
611,Spain,Male,46,6, € -   ,2,1,0,"€ 45,886.33",0.00%
730,Spain,Male,62,2, € -   ,2,1,1,"€ 1,86,489.95",100.00%
709,Spain,Female,45,2, € -   ,2,0,1,"€ 1,62,922.65",100.00%
544,France,Female,21,10,"€ 1,61,525.96",2,1,0,"€ 9,262.77",0.00%
712,Germany,Female,29,7,"€ 1,47,199.07",1,1,1,"€ 84,932.40",14.29%
752,Germany,Male,38,3,"€ 1,83,102.29",1,1,1,"€ 71,557.12",33.33%
648,Spain,Male,46,9,"€ 1,27,209.00",2,1,0,"€ 77,405.95",0.00%
556,Spain,Male,38,8, € -   ,2,0,0,€ 417.41,0.00%
594,Spain,Female,24,0,"€ 97,378.54",1,1,1,"€ 71,405.17",100.00%
645,Germany,Female,37,2,"€ 1,36,925.09",2,0,1,"€ 1,53,400.24",100.00%
557,France,Male,33,3,"€ 54,503.55",1,1,1,€ 371.05,33.33%
547,Germany,Male,32,8,"€ 1,55,726.85",1,1,0,"€ 67,789.99",0.00%
701,France,Female,39,9, € -   ,2,0,1,"€ 1,45,894.90",22.22%
616,France,Female,66,1,"€ 1,35,842.41",1,1,0,"€ 1,83,840.51",0.00%
605,France,Male,52,1,"€ 63,349.75",1,1,0,"€ 1,08,887.44",0.00%
593,Germany,Female,38,4,"€ 1,29,499.42",1,1,1,"€ 1,54,071.27",25.00%
751,Spain,Male,52,8, € -   ,2,0,1,"€ 1,79,291.85",25.00%
443,Spain,Male,36,6,"€ 70,438.01",2,0,1,"€ 56,937.43",33.33%
685,France,Male,23,8, € -   ,2,1,1,"€ 1,12,239.03",25.00%
718,France,Male,36,9, € -   ,1,1,0,"€ 45,909.87",0.00%
538,Spain,Female,49,9,"€ 1,41,434.04",1,0,0,"€ 1,73,779.25",0.00%
611,Spain,Female,37,4, € -   ,2,1,0,"€ 1,25,696.26",0.00%
668,Germany,Male,37,10,"€ 1,52,958.29",2,1,1,"€ 1,59,585.61",20.00%
537,Germany,Female,41,3,"€ 1,38,306.34",1,1,0,"€ 1,06,761.47",0.00%
709,Spain,Male,23,10, € -   ,2,0,0,"€ 1,29,590.18",0.00%
850,France,Male,38,1, € -   ,2,1,1,"€ 80,006.65",200.00%
745,Spain,Female,31,3,"€ 1,24,328.84",1,1,1,"€ 1,40,451.52",33.33%
693,Germany,Female,41,9,"€ 1,81,461.48",3,1,1,"€ 1,87,929.43",33.33%
795,Spain,Male,35,8, € -   ,2,1,0,"€ 1,67,155.36",0.00%
626,Spain,Male,26,8, € -   ,2,0,0,"€ 1,91,420.71",0.00%
487,Germany,Female,61,5,"€ 1,10,368.03",1,0,0,"€ 11,384.45",0.00%
556,France,Female,39,9,"€ 89,588.35",1,1,1,"€ 94,898.10",11.11%
643,France,Female,46,6, € -   ,2,0,0,"€ 1,06,781.59",0.00%
605,France,Female,28,6, € -   ,2,0,0,"€ 1,59,508.52",0.00%
756,Germany,Female,60,3,"€ 1,15,924.89",1,1,0,"€ 93,524.19",0.00%
586,France,Female,38,2, € -   ,2,1,0,"€ 87,168.46",0.00%
535,Germany,Male,40,7,"€ 1,11,756.50",1,1,0,"€ 8,128.32",0.00%
678,France,Female,35,4, € -   ,1,1,0,"€ 1,25,518.32",0.00%
596,France,Male,39,9, € -   ,1,1,0,"€ 48,963.59",0.00%
648,France,Male,26,9,"€ 1,62,923.85",1,1,0,"€ 98,368.24",0.00%
492,Germany,Male,39,10,"€ 1,24,576.65",2,1,0,"€ 1,48,584.61",0.00%
702,France,Male,45,0,"€ 80,793.58",1,1,1,"€ 27,474.81",100.00%
486,Germany,Female,40,9,"€ 71,340.09",1,1,0,"€ 76,192.21",0.00%
568,Germany,Male,40,1,"€ 99,282.63",1,0,0,"€ 1,34,600.94",0.00%
619,Germany,Male,57,3,"€ 1,37,946.39",1,1,1,"€ 72,467.99",33.33%
724,Germany,Male,41,2,"€ 1,27,892.57",2,0,1,"€ 1,99,645.45",100.00%
548,Germany,Female,33,0,"€ 1,01,084.36",1,1,0,"€ 42,749.85",0.00%
545,Germany,Female,37,8,"€ 1,14,754.08",1,1,0,"€ 1,36,050.44",0.00%
683,France,Male,33,8, € -   ,1,0,0,"€ 73,564.44",0.00%
762,France,Female,51,3,"€ 99,286.98",1,0,1,"€ 85,578.63",33.33%
627,Germany,Female,30,4,"€ 79,871.02",2,1,0,"€ 1,29,826.89",0.00%
516,France,Male,35,10,"€ 1,04,088.59",2,0,0,"€ 1,19,666.00",0.00%
800,France,Female,38,2,"€ 1,68,190.33",2,1,0,"€ 68,052.08",0.00%
464,Germany,Female,42,3,"€ 85,679.25",1,1,1,"€ 1,64,104.74",33.33%
626,France,Female,35,3, € -   ,1,0,0,"€ 80,190.36",0.00%
790,France,Female,31,9, € -   ,2,1,0,"€ 84,126.75",0.00%
534,France,Female,34,7,"€ 1,21,551.58",2,1,1,"€ 70,179.00",28.57%
745,France,Male,46,2,"€ 1,22,220.19",1,1,1,"€ 1,18,024.10",50.00%
553,Spain,Male,47,3,"€ 1,16,528.15",1,0,0,"€ 1,45,704.19",0.00%
748,France,Female,26,1,"€ 77,780.29",1,0,1,"€ 1,83,049.41",100.00%
722,France,Male,37,2, € -   ,1,0,0,"€ 1,20,906.83",0.00%
501,France,Male,40,4,"€ 1,25,832.20",1,1,1,"€ 1,00,433.83",25.00%
675,France,Female,38,6,"€ 68,065.80",1,0,0,"€ 1,38,777.00",0.00%
778,Spain,Female,47,6,"€ 1,27,299.34",2,1,0,"€ 1,24,694.99",0.00%
494,Germany,Female,38,7,"€ 1,74,937.64",1,1,0,"€ 40,084.32",0.00%
850,France,Male,40,9, € -   ,2,0,1,"€ 1,19,232.33",22.22%
592,Spain,Male,31,7,"€ 1,10,071.10",1,0,0,"€ 43,921.36",0.00%
590,Spain,Female,44,3,"€ 1,39,432.37",1,1,0,"€ 62,222.81",0.00%
758,France,Female,39,6,"€ 1,27,357.76",1,0,1,"€ 56,577.00",16.67%
506,France,Male,36,5, € -   ,2,1,0,"€ 1,64,253.35",0.00%
733,France,Male,33,3, € -   ,1,1,1,"€ 7,666.73",33.33%
711,France,Male,38,3, € -   ,2,1,0,"€ 68,487.51",0.00%
514,Germany,Male,43,1,"€ 95,556.31",1,0,1,"€ 1,99,273.98",100.00%
637,Spain,Male,37,8, € -   ,1,1,1,"€ 1,86,062.36",12.50%
468,Germany,Male,29,1,"€ 1,11,681.98",2,1,1,"€ 1,95,711.16",200.00%
539,France,Male,39,3, € -   ,2,1,0,"€ 36,692.17",0.00%
509,Spain,Female,25,3,"€ 1,08,738.71",2,1,0,"€ 1,06,920.57",0.00%
662,France,Female,32,4,"€ 1,33,950.37",1,1,1,"€ 48,725.68",25.00%
818,Spain,Male,26,4, € -   ,2,1,1,"€ 1,67,036.94",50.00%
608,France,Male,33,9,"€ 89,968.69",1,1,0,"€ 68,777.26",0.00%
850,Spain,Female,32,9, € -   ,2,1,1,"€ 18,924.92",22.22%
816,Germany,Female,38,5,"€ 1,30,878.75",3,1,0,"€ 71,905.77",0.00%
536,France,Male,35,8, € -   ,2,1,0,"€ 64,833.28",0.00%
753,France,Male,35,3, € -   ,2,1,1,"€ 1,84,843.77",66.67%
631,Spain,Male,27,10,"€ 1,34,169.62",1,1,1,"€ 1,76,730.02",10.00%
703,France,Male,37,1,"€ 1,49,762.08",1,1,0,"€ 20,629.40",0.00%
774,France,Male,26,2,"€ 93,844.69",1,1,0,"€ 28,415.36",0.00%
785,France,Male,28,8, € -   ,2,1,0,"€ 77,231.27",0.00%
571,France,Female,33,1, € -   ,2,1,0,"€ 1,02,750.70",0.00%
621,Germany,Male,46,6,"€ 1,41,078.37",1,0,0,"€ 34,580.80",0.00%
605,Germany,Female,31,1,"€ 1,17,992.59",1,1,1,"€ 1,83,598.77",100.00%
611,France,Female,40,8,"€ 1,00,812.33",2,1,0,"€ 1,47,358.27",0.00%
569,France,Male,38,7, € -   ,1,1,1,"€ 1,08,469.20",14.29%
658,France,Male,29,4,"€ 80,262.60",1,1,1,"€ 20,612.82",25.00%
788,Spain,Male,34,6,"€ 1,56,478.62",1,0,1,"€ 1,81,196.76",16.67%
525,France,Female,23,5, € -   ,2,1,0,"€ 1,60,249.10",0.00%
798,France,Male,37,8, € -   ,3,0,0,"€ 1,10,783.28",0.00%
486,Germany,Male,37,9,"€ 1,15,217.99",2,1,0,"€ 1,44,995.33",0.00%
615,Spain,Male,61,9, € -   ,2,1,0,"€ 1,50,227.85",0.00%
730,France,Female,35,0,"€ 1,55,470.55",1,1,1,"€ 53,718.28",100.00%
641,France,Male,37,7, € -   ,2,1,0,"€ 75,248.30",0.00%
542,France,Male,39,3,"€ 1,35,096.77",1,1,1,"€ 14,353.43",33.33%
692,France,Male,30,2, € -   ,2,0,1,"€ 1,30,486.57",100.00%
714,Germany,Female,55,9,"€ 1,80,075.22",1,1,1,"€ 1,00,127.71",11.11%
591,Spain,Male,29,1,"€ 97,541.24",1,1,1,"€ 1,96,356.17",100.00%
710,France,Female,41,2,"€ 1,56,067.05",1,1,1,"€ 9,983.88",50.00%
639,France,Female,38,4,"€ 81,550.94",2,0,1,"€ 1,18,974.77",50.00%
531,France,Female,47,6, € -   ,1,0,0,"€ 1,94,998.34",0.00%
673,France,Female,38,2,"€ 1,70,061.92",2,0,0,"€ 1,34,901.34",0.00%
765,Germany,Male,36,8,"€ 92,310.54",2,1,1,"€ 72,924.56",25.00%
622,France,Female,32,6,"€ 1,69,089.38",2,1,0,"€ 1,01,057.95",0.00%
806,France,Male,40,5,"€ 80,613.93",1,1,1,"€ 1,42,838.64",20.00%
757,Germany,Male,26,8,"€ 1,21,581.56",2,1,1,"€ 1,27,059.04",25.00%
570,France,Female,58,8, € -   ,1,0,1,"€ 1,16,503.92",12.50%
555,Spain,Male,32,4, € -   ,2,1,1,"€ 54,405.79",50.00%
692,France,Male,54,5, € -   ,2,1,1,"€ 88,721.84",40.00%
774,France,Male,60,5,"€ 85,891.55",1,1,0,"€ 74,135.48",0.00%
638,Spain,Male,44,9,"€ 77,637.35",2,1,1,"€ 1,11,346.22",22.22%
543,Spain,Female,41,4, € -   ,1,0,0,"€ 1,94,902.16",0.00%
584,France,Male,31,5, € -   ,2,1,0,"€ 31,474.27",0.00%
691,Germany,Male,30,7,"€ 1,16,927.89",1,1,0,"€ 21,198.39",0.00%
684,Germany,Female,40,6,"€ 1,37,326.65",1,1,0,"€ 1,86,976.60",0.00%
733,France,Male,22,5, € -   ,2,1,1,"€ 1,17,202.19",40.00%
599,Spain,Female,37,2, € -   ,2,1,1,"€ 1,43,739.29",100.00%
524,Germany,Female,31,10,"€ 67,238.98",2,1,1,"€ 1,61,811.23",20.00%
632,Germany,Female,38,6,"€ 86,569.76",2,1,0,"€ 98,090.91",0.00%
735,Spain,Male,34,5, € -   ,2,0,0,"€ 71,095.41",0.00%
734,France,Male,34,6,"€ 1,33,598.40",1,1,1,"€ 13,107.24",16.67%
605,France,Female,51,3,"€ 1,36,188.78",1,1,1,"€ 67,110.59",33.33%
793,Spain,Male,38,9, € -   ,2,1,0,"€ 88,225.02",0.00%
468,France,Female,56,10, € -   ,3,0,1,"€ 62,256.87",30.00%
779,Germany,Male,37,7,"€ 1,20,092.52",2,1,0,"€ 1,35,925.72",0.00%
698,France,Male,48,4,"€ 1,01,238.24",2,0,1,"€ 1,77,815.87",50.00%
707,France,Male,58,6,"€ 89,685.92",1,0,1,"€ 1,26,471.13",16.67%
850,France,Female,35,1,"€ 2,11,774.31",1,1,0,"€ 1,88,574.12",0.00%
850,France,Male,56,7,"€ 1,31,317.48",1,1,1,"€ 1,19,175.45",14.29%
527,Spain,Male,37,5,"€ 93,722.73",2,1,1,"€ 1,39,093.73",40.00%
696,Germany,Male,32,8,"€ 1,01,160.99",1,1,1,"€ 1,15,916.55",12.50%
661,France,Male,48,3,"€ 1,20,320.54",1,0,0,"€ 96,463.25",0.00%
776,France,Female,31,2, € -   ,2,1,1,"€ 1,12,349.51",100.00%
701,France,Male,43,2, € -   ,2,1,1,"€ 1,65,303.79",100.00%
610,France,Male,26,8, € -   ,2,1,0,"€ 1,66,031.08",0.00%
572,Germany,Female,48,3,"€ 1,52,827.99",1,1,0,"€ 38,411.79",0.00%
673,France,Male,30,1,"€ 64,097.75",1,1,1,"€ 77,783.35",100.00%
519,Spain,Female,57,2,"€ 1,19,035.35",2,1,1,"€ 29,871.79",100.00%
702,Spain,Female,26,4,"€ 1,35,219.57",1,0,1,"€ 59,747.63",25.00%
729,France,Male,32,6,"€ 93,694.42",1,1,1,"€ 79,919.13",16.67%
543,Spain,Male,35,10,"€ 59,408.63",1,1,0,"€ 76,773.53",0.00%
550,France,Female,40,7,"€ 1,14,354.95",1,1,0,"€ 54,018.93",0.00%
608,France,Male,59,1, € -   ,1,1,0,"€ 70,649.64",0.00%
639,Germany,Male,35,10,"€ 1,28,173.90",2,1,0,"€ 59,093.39",0.00%
686,Spain,Male,34,9, € -   ,2,1,0,"€ 1,27,569.80",0.00%
564,Germany,Female,62,5,"€ 1,14,931.35",3,0,1,"€ 18,260.98",60.00%
745,Germany,Female,28,1,"€ 1,11,071.36",1,1,0,"€ 73,275.96",0.00%
833,France,Male,37,8,"€ 1,51,226.18",2,1,1,"€ 1,36,129.49",25.00%
622,France,Male,26,9, € -   ,2,1,1,"€ 1,53,237.59",22.22%
597,France,Female,42,4,"€ 64,740.12",1,1,1,"€ 1,06,841.12",25.00%
721,Spain,Male,51,0,"€ 1,69,312.13",1,1,0,"€ 1,09,078.35",0.00%
504,France,Female,49,7, € -   ,3,0,1,"€ 87,822.14",42.86%
842,Spain,Female,44,2,"€ 1,12,652.08",2,1,0,"€ 1,26,644.98",0.00%
587,France,Male,38,0, € -   ,2,1,0,"€ 47,414.15",0.00%
479,Germany,Female,30,7,"€ 1,43,964.36",2,1,0,"€ 41,879.99",0.00%
508,France,Male,49,7,"€ 1,22,451.46",2,1,1,"€ 75,808.10",28.57%
749,France,Male,24,1, € -   ,3,1,1,"€ 47,911.03",300.00%
721,Germany,Female,36,3,"€ 65,253.07",2,1,0,"€ 28,737.78",0.00%
674,Germany,Male,47,6,"€ 1,06,901.94",1,1,1,"€ 2,079.20",16.67%
685,Spain,Female,25,10,"€ 1,28,509.63",1,1,0,"€ 1,21,562.33",0.00%
417,France,Male,34,7, € -   ,2,1,0,"€ 55,003.79",0.00%
574,Germany,Male,33,3,"€ 1,29,834.67",1,1,0,"€ 1,93,131.42",0.00%
590,Spain,Female,51,3,"€ 1,54,962.99",3,0,1,"€ 1,91,932.27",100.00%
587,Germany,Male,40,5,"€ 1,38,241.90",2,1,0,"€ 1,59,418.10",0.00%
598,Germany,Male,41,3,"€ 91,536.93",1,1,0,"€ 1,91,468.78",0.00%
741,Spain,Male,53,3, € -   ,2,1,1,"€ 38,913.68",66.67%
850,Spain,Female,70,5, € -   ,1,1,1,€ 705.18,20.00%
584,Germany,Female,29,7,"€ 1,05,204.01",1,0,1,"€ 1,38,490.03",14.29%
650,Spain,Male,61,1,"€ 1,52,968.73",1,0,1,"€ 82,970.69",100.00%
607,Spain,Male,36,8,"€ 1,58,261.68",1,1,1,"€ 76,744.72",12.50%
509,France,Female,46,1, € -   ,1,1,0,"€ 71,244.59",0.00%
689,Spain,Female,38,6,"€ 1,21,021.05",1,1,1,"€ 12,182.15",16.67%
543,France,Male,36,4, € -   ,2,1,1,"€ 1,41,210.50",50.00%
438,Spain,Female,54,2, € -   ,1,0,0,"€ 1,91,763.07",0.00%
687,Spain,Female,63,1,"€ 1,37,715.66",1,1,1,"€ 37,938.74",100.00%
737,Germany,Male,31,5,"€ 1,21,192.22",2,1,1,"€ 74,890.58",40.00%
761,France,Male,31,7, € -   ,3,1,1,"€ 1,66,698.18",42.86%
601,France,Male,44,1,"€ 1,00,486.18",2,1,1,"€ 62,678.53",200.00%
651,France,Male,45,1, € -   ,1,1,0,"€ 67,740.08",0.00%
745,France,Male,35,9,"€ 92,566.53",2,1,0,"€ 1,61,519.77",0.00%
648,Spain,Female,49,10, € -   ,2,1,1,"€ 1,59,835.78",20.00%
848,Spain,Male,40,3,"€ 1,10,929.96",1,1,1,"€ 30,876.84",33.33%
546,France,Female,27,8, € -   ,2,1,1,"€ 14,858.10",25.00%
439,Spain,Female,32,3,"€ 1,38,901.61",1,1,0,"€ 75,685.97",0.00%
755,France,Male,30,4,"€ 1,23,217.66",2,0,1,"€ 1,44,183.10",50.00%
593,France,Female,41,6, € -   ,1,1,0,"€ 65,170.66",0.00%
701,France,Male,39,2, € -   ,2,1,1,"€ 82,526.92",100.00%
701,Spain,Male,36,8, € -   ,2,1,0,"€ 1,69,161.46",0.00%
607,Spain,Female,33,2,"€ 1,08,431.87",2,0,1,"€ 1,09,291.39",100.00%
586,Spain,Female,57,3, € -   ,2,0,1,"€ 6,057.81",66.67%
547,Germany,Female,30,9,"€ 72,392.41",1,1,0,"€ 77,077.14",0.00%
647,Germany,Female,51,1,"€ 1,19,741.77",2,0,0,"€ 54,954.51",0.00%
760,France,Female,51,2,"€ 1,00,946.71",1,0,0,"€ 1,79,614.80",0.00%
621,Spain,Male,53,9,"€ 1,70,491.84",1,1,0,"€ 35,588.07",0.00%
725,France,Male,44,5, € -   ,1,1,1,"€ 1,17,356.14",20.00%
526,France,Male,36,1, € -   ,1,1,0,"€ 1,60,696.72",0.00%
519,Spain,Female,47,6,"€ 1,57,296.02",2,0,0,"€ 1,47,278.43",0.00%
713,Germany,Female,38,7,"€ 1,44,606.22",1,1,1,"€ 56,594.36",14.29%
700,France,Male,38,8,"€ 1,34,811.30",1,1,0,"€ 1,299.75",0.00%
666,France,Female,34,9,"€ 1,15,897.12",1,1,1,"€ 25,095.03",11.11%
630,Spain,Male,32,4,"€ 82,034.00",1,0,0,"€ 1,46,326.45",0.00%
779,Spain,Female,26,4,"€ 1,74,318.13",2,0,1,"€ 38,296.21",50.00%
611,Germany,Female,41,2,"€ 1,14,206.84",1,1,0,"€ 1,64,061.60",0.00%
685,Spain,Male,43,9, € -   ,2,1,0,"€ 1,07,811.28",0.00%
646,Germany,Male,39,9,"€ 1,11,574.41",1,1,1,"€ 30,838.51",11.11%
683,Germany,Female,57,5,"€ 1,62,448.69",1,0,0,"€ 9,221.78",0.00%
484,Germany,Female,34,4,"€ 1,48,249.54",1,0,1,"€ 33,738.27",25.00%
601,France,Female,43,8, € -   ,3,0,1,"€ 1,10,916.15",37.50%
762,Spain,Female,26,7,"€ 1,23,709.46",2,1,1,"€ 1,69,654.57",28.57%
687,France,Female,72,9, € -   ,1,0,1,"€ 69,829.40",11.11%
566,France,Male,30,5, € -   ,1,1,0,"€ 54,926.51",0.00%
702,France,Male,37,10,"€ 1,50,525.80",1,1,1,"€ 94,728.49",10.00%
601,France,Male,29,9, € -   ,1,1,1,"€ 80,393.27",11.11%
699,France,Male,53,4, € -   ,2,0,1,"€ 1,11,307.98",50.00%
584,France,Male,28,10, € -   ,2,1,0,"€ 19,834.32",0.00%
699,France,Male,35,5, € -   ,2,1,1,"€ 78,397.24",40.00%
698,Germany,Female,51,2,"€ 1,11,018.98",1,1,0,"€ 86,410.28",0.00%
495,France,Male,30,10,"€ 1,29,755.99",1,0,0,"€ 1,72,749.65",0.00%
650,France,Female,27,6, € -   ,2,1,0,"€ 1,002.39",0.00%
605,France,Female,64,2,"€ 1,29,555.70",1,1,1,"€ 13,601.79",50.00%
667,Spain,Male,38,1,"€ 87,202.38",1,1,1,"€ 77,866.91",100.00%
688,Germany,Male,26,8,"€ 1,46,133.39",1,1,1,"€ 1,75,296.76",12.50%
727,Spain,Female,31,0, € -   ,1,1,0,"€ 1,21,751.04",0.00%
754,Spain,Male,39,6,"€ 1,70,184.99",2,1,0,"€ 89,593.26",0.00%
612,Germany,Female,62,8,"€ 1,40,745.33",1,1,0,"€ 1,93,437.89",0.00%
546,Spain,Male,42,7,"€ 1,39,070.51",1,1,1,"€ 86,945.00",14.29%
673,Spain,Female,37,8, € -   ,2,1,1,"€ 1,83,318.79",25.00%
593,France,Male,35,9,"€ 1,14,193.24",1,1,0,"€ 71,154.10",0.00%
656,Spain,Female,40,10,"€ 1,67,878.50",1,0,1,"€ 1,51,887.16",10.00%
535,Germany,Female,53,5,"€ 1,41,616.55",2,1,1,"€ 75,888.65",40.00%
678,Germany,Male,36,3,"€ 1,45,747.67",2,0,1,"€ 89,566.74",66.67%
477,Spain,Female,48,2,"€ 1,29,120.64",1,0,1,"€ 26,475.79",50.00%
850,Spain,Male,35,7,"€ 1,10,349.82",1,0,0,"€ 1,26,355.80",0.00%
427,France,Male,29,1,"€ 1,41,325.56",1,1,1,"€ 93,839.30",100.00%
752,France,Male,49,2,"€ 78,653.84",1,1,0,"€ 7,698.60",0.00%
649,France,Male,47,1, € -   ,2,1,1,"€ 1,45,593.85",200.00%
799,Spain,Female,28,3,"€ 1,42,253.65",1,1,0,"€ 45,042.56",0.00%
589,France,Female,61,1, € -   ,1,1,0,"€ 61,108.56",0.00%
583,Germany,Female,54,6,"€ 1,15,988.86",1,1,0,"€ 57,553.98",0.00%
839,Spain,Female,33,10,"€ 75,592.43",1,1,0,"€ 62,674.42",0.00%
540,Germany,Male,44,3,"€ 1,64,113.04",2,1,1,"€ 12,120.79",66.67%
850,France,Male,31,6,"€ 67,996.23",2,0,0,"€ 50,129.87",0.00%
696,Spain,Female,51,5, € -   ,2,1,0,"€ 55,022.43",0.00%
660,Spain,Female,33,1, € -   ,2,0,0,"€ 1,17,834.91",0.00%
682,France,Male,48,1,"€ 1,38,778.15",1,0,1,"€ 1,68,840.23",100.00%
744,France,Female,43,10,"€ 1,47,832.15",1,0,1,"€ 24,234.11",10.00%
785,France,Female,36,4,"€ 1,35,438.40",1,0,0,"€ 1,90,627.01",0.00%
752,Spain,Male,48,5,"€ 1,16,060.08",1,1,0,"€ 1,56,618.38",0.00%
706,France,Female,29,5,"€ 1,12,564.62",1,1,0,"€ 42,334.38",0.00%
583,France,Female,27,1,"€ 1,25,406.58",1,1,1,"€ 1,10,784.42",100.00%
