Scaled score,France ,Spain,Male,Scaled age,Scaled tenure,Scaled balance,NumOfProducts,Product to tenure ratio,IsActiveMember,Scaled salary,Balance to salary ration,Engagement score,Age tenure,Exited
-0.21,1,0,0,0.1,-1.73,0.68,1,1,1,-0.7,1.98,1,0,1
-0.24,1,0,0,1.53,-1.04,1.33,1,0.5,0,0.01,1.58,0,0.04,1
1.29,0,0,0,-0.09,-0.35,0.78,2,0.5,1,-1.47,7.93,0.5,0.11,1
-0.15,0,1,0,-0.56,-1.73,-1.23,1,1,0,-0.14,0,0,0,1
-1.69,0,0,0,0.67,-0.35,0.94,2,0.5,1,-0.97,3.05,0.5,0.09,1
0.44,1,0,0,-0.09,-0.7,-1.23,2,0.67,0,-0.38,0,0,0.08,1
0.12,0,1,0,0.2,-0.35,0.22,1,0.25,0,-0.42,1.19,0,0.1,1
-3.02,1,0,0,0.48,0.34,0.84,1,0.17,0,0.81,0.88,0,0.14,1
-1.32,1,0,0,3.25,0.69,-1.23,2,0.29,0,0.54,0,0,0.1,1
-0.49,0,1,0,0.29,1.03,0.24,1,0.13,0,0.78,0.63,0,0.19,1
1.46,0,0,0,1.91,1.38,0.4,1,0.11,0,1.07,0.63,0,0.15,1
-1.52,0,0,1,1.63,1.38,0.44,1,0.11,0,-0.77,1.87,0,0.16,1
-0.96,0,0,1,0.01,1.72,1.09,1,0.1,0,-1.34,6.33,0,0.26,1
-0.98,1,0,0,0.39,0.34,-1.23,3,0.5,0,0.44,0,0,0.14,1
0.48,0,1,1,1.63,0,0.55,1,0.2,1,-0.87,2.21,0.2,0.09,1
-0.99,0,0,0,0.67,-0.35,0.7,1,0.25,0,1.35,0.68,0,0.09,1
-0.19,0,1,1,-0.76,-0.7,0.96,1,0.33,0,-0.31,1.66,0,0.1,1
0.38,1,0,0,-0.37,-0.7,0.37,1,0.33,1,-1.71,58.13,0.33,0.09,1
-1.34,0,1,0,-0.47,0.69,-0.09,1,0.14,1,-1.39,3.49,0.14,0.21,1
1.72,1,0,0,1.53,1.72,0.66,1,0.1,0,-0.07,1.23,0,0.18,1
-0.36,0,0,0,0.2,-1.39,0.43,1,1,0,-1.74,437.98,0,0.02,1
0.42,1,0,1,1.25,-0.7,-1.23,1,0.33,0,1.32,0,0,0.06,1
1.74,0,0,0,0.96,-1.39,0.71,4,4,0,1.15,0.73,0,0.02,1
-0.02,1,0,0,0.58,0,0.26,1,0.2,0,1.27,0.54,0,0.11,1
-1.82,1,0,0,0.67,1.72,-1.23,2,0.2,0,0.4,0,0,0.22,1
0.62,0,1,0,1.15,-0.35,0.28,1,0.25,1,0.72,0.66,0.25,0.08,1
-0.56,0,1,1,-0.85,0.34,0.72,4,0.67,0,-1.01,2.89,0,0.2,1
-1.52,0,0,0,0.39,0.69,0.41,1,0.14,0,1.65,0.53,0,0.16,1
0.87,0,1,1,1.06,1.38,-1.23,1,0.11,0,1.16,0,0,0.18,1
-0.21,1,0,1,1.06,-1.39,0.09,1,1,1,-0.63,1.29,1,0.02,1
0.62,1,0,1,0.77,0,1.32,1,0.2,0,-0.29,1.9,0,0.11,1
-0.46,0,0,1,0.87,-0.35,0.9,1,0.25,0,-1.11,3.67,0,0.08,1
-1.1,1,0,0,2.39,-0.7,0.76,1,0.33,1,0.2,1.11,0.33,0.05,1
0.75,0,0,1,1.25,0,0.88,1,0.2,1,-0.13,1.42,0.2,0.1,1
-0.8,0,0,0,0.77,-0.35,1.22,1,0.25,1,1.11,0.93,0.25,0.09,1
0.02,1,0,1,0.87,-0.35,-0.27,1,0.25,0,1.11,0.36,0,0.08,1
0.08,1,0,0,0.1,0.69,1.03,1,0.14,1,0.62,1.04,0.14,0.18,1
-1.4,0,0,1,-0.18,-1.04,0.22,1,0.5,1,1.54,0.48,0.5,0.05,1
0.45,0,0,1,-0.76,0.34,0.52,2,0.33,1,-1.4,5.61,0.33,0.19,1
0.65,1,0,1,1.34,0.34,0.62,1,0.17,0,1.59,0.6,0,0.11,1
0,0,0,0,0.29,-1.39,0.64,1,1,0,-0.96,2.61,0,0.02,1
0.69,0,1,0,0.96,-1.39,0.55,2,2,1,0.43,0.89,2,0.02,1
0.68,1,0,0,0.48,-0.7,0.53,1,0.33,0,-1.27,4.01,0,0.07,1
0.6,1,0,0,0.39,1.03,-1.23,2,0.25,0,1.18,0,0,0.19,1
-0.51,0,0,0,0.87,1.03,0.71,1,0.13,0,-0.63,1.89,0,0.17,1
-0.82,1,0,0,0.29,-0.35,0.52,3,0.75,0,-0.77,1.96,0,0.1,1
1.13,0,0,0,0.96,1.38,0.24,1,0.11,0,0.3,0.78,0,0.18,1
0.15,1,0,1,1.25,-0.7,-1.23,1,0.33,0,0.28,0,0,0.06,1
0.4,0,1,1,-0.09,0,-0.02,1,0.2,1,-1.59,8.68,0.2,0.13,1
-0.35,1,0,0,-1.04,-1.73,-1.23,2,2,1,-1.61,0,2,0,1
0.88,0,0,1,0.67,0,0.87,1,0.2,1,-0.38,1.68,0.2,0.11,1
0.07,0,0,1,1.72,1.03,0.49,1,0.13,1,0.46,0.85,0.13,0.14,1
-3.11,0,1,1,1.44,-1.39,1.22,1,1,1,1.6,0.8,1,0.02,1
-0.83,0,0,0,1.06,0,0.85,1,0.2,0,1.35,0.73,0,0.1,1
-0.17,0,1,1,-0.76,1.38,0.52,1,0.11,1,1.38,0.61,0.11,0.29,1
-1.56,1,0,1,1.63,-1.39,0.38,1,1,0,0.32,0.85,0,0.02,1
0.55,0,0,0,1.44,0.34,0.92,3,0.5,0,0.78,0.92,0,0.11,1
0.51,0,0,0,0.1,-0.35,1.16,1,0.25,0,1.56,0.78,0,0.1,1
-0.41,1,0,0,0.67,0,-1.23,1,0.2,0,-0.39,0,0,0.11,1
-0.95,0,1,1,-1.42,-0.7,0.61,1,0.33,0,-0.25,1.34,0,0.13,1
0.3,0,0,0,0.29,0.69,0.47,1,0.14,1,-0.17,1.17,0.14,0.17,1
1.67,0,1,0,0.48,1.03,-1.23,3,0.38,0,-0.58,0,0,0.18,1
-0.39,0,0,0,-1.8,-1.73,0.66,1,1,0,0.23,1.03,0,0,1
-0.57,0,1,1,-0.37,1.03,-1.23,1,0.13,0,0,0,0,0.23,1
1.46,1,0,1,1.06,1.38,-1.23,4,0.44,1,1.65,0,0.44,0.18,1
0.58,0,1,0,-0.37,-0.7,-0.32,1,0.33,0,-1.43,3.15,0,0.09,1
-0.69,0,0,0,1.44,-1.39,0.01,1,1,0,0.66,0.56,0,0.02,1
-0.69,0,1,0,1.91,-1.39,-1.23,1,1,1,0.52,0,1,0.02,1
0.24,0,0,1,-0.47,-1.04,1.22,1,0.5,0,1.31,0.87,0,0.06,1
-1.02,1,0,1,0.29,1.38,0.92,2,0.22,0,0.02,1.32,0,0.21,1
-1.22,0,1,0,1.25,0.69,-1.23,1,0.14,1,1.63,0,0.14,0.13,1
-1.32,0,0,0,0.01,-1.39,1.08,1,1,1,0.32,1.21,1,0.03,1
-1.34,1,0,1,-0.09,0,0.55,1,0.2,1,0.63,0.81,0.2,0.13,1
0.12,1,0,0,-0.28,-0.35,1.45,2,0.5,0,0.67,1.2,0,0.11,1
0.77,0,1,0,-0.28,-0.35,0.67,1,0.25,0,0.54,0.9,0,0.11,1
-1,1,0,0,-0.37,0.34,0.66,2,0.33,0,-0.08,1.24,0,0.17,1
0.63,0,1,1,-0.18,-1.04,-1.23,2,1,0,-0.28,0,0,0.05,1
0.19,1,0,1,-1.33,-1.39,1.3,1,1,0,-1.09,4.2,0,0.04,1
-0.04,0,0,1,0.48,-0.35,0.28,1,0.25,0,-1.1,2.57,0,0.09,1
0.66,1,0,0,1.15,-0.35,0.19,3,0.75,0,-1.64,15.06,0,0.08,1
1.73,1,0,0,0.96,-1.04,-1.23,1,0.5,1,1.6,0,0.5,0.04,1
1.42,0,0,0,1.72,1.03,0.28,1,0.13,1,1.39,0.52,0.13,0.14,1
1.24,0,0,1,0.58,-0.35,0.55,1,0.25,0,-1.29,4.23,0,0.09,1
-2.33,0,1,0,-1.61,0.69,1.49,2,0.29,1,0.63,1.24,0.29,0.32,1
0.77,0,0,1,0.58,1.03,0.65,1,0.13,0,1.28,0.67,0,0.18,1
0.13,0,0,1,-0.66,1.03,0.87,1,0.13,0,-0.92,2.77,0,0.25,1
-0.93,1,0,1,1.63,0.69,1.22,2,0.29,0,0.58,1.15,0,0.13,1
-3.11,0,0,1,0.01,-1.73,0.53,2,2,0,0.41,0.89,0,0,1
0.89,1,0,1,-0.28,1.38,-1.23,1,0.11,1,1.54,0,0.11,0.25,1
-0.63,0,1,0,-0.18,-1.73,-0.19,1,1,1,-0.67,1.04,1,0,1
0.93,0,0,0,-0.28,-0.35,0.52,1,0.25,0,-0.1,1.15,0,0.11,1
1.39,1,0,0,0.77,1.38,0.73,1,0.11,1,-1.15,3.61,0.11,0.19,1
-1.28,0,1,0,-0.95,-1.04,-0.78,1,0.5,0,-0.05,0.28,0,0.07,1
-1.75,1,0,1,0.48,1.38,1.58,1,0.11,0,-0.6,2.68,0,0.2,1
-0.11,0,0,1,0.01,1.38,0.88,4,0.44,1,-1.62,18.85,0.44,0.23,1
1.24,0,1,1,1.53,1.38,-0.21,2,0.22,0,1.48,0.34,0,0.16,1
2.06,0,0,0,0.58,0,0.81,1,0.2,1,1.61,0.66,0.2,0.11,1
0.38,0,0,0,-0.95,-0.35,0.04,1,0.25,0,0.38,0.65,0,0.14,1
-1.11,0,0,1,0.87,-1.39,0.39,1,1,0,-1.16,3.03,0,0.02,1
-2.3,0,0,0,0.1,-0.7,0.85,2,0.67,0,-0.47,1.77,0,0.08,1
-0.34,1,0,1,1.63,0.69,-1.23,1,0.14,1,0.74,0,0.14,0.13,1
0.08,1,0,0,-0.37,0,0.8,1,0.2,0,0.98,0.81,0,0.14,1
-0.26,1,0,1,-0.28,1.38,0.51,3,0.33,0,0.59,0.81,0,0.25,1
0.69,1,0,1,-0.28,-1.04,1.15,1,0.5,0,1.37,0.83,0,0.06,1
-1.72,0,0,1,1.44,-0.7,0.93,1,0.33,0,-0.87,2.69,0,0.06,1
-0.8,1,0,0,-1.23,-0.35,0.84,1,0.25,0,0.86,0.86,0,0.15,1
-1.24,0,0,0,-0.76,0.69,0.65,1,0.14,0,0.32,0.99,0,0.23,1
0.86,1,0,1,-1.61,0,0.86,1,0.2,0,0.38,1.07,0,0.23,1
0.3,1,0,0,-0.18,1.72,0.76,1,0.1,0,-0.32,1.51,0,0.27,1
-0.48,1,0,1,1.34,1.03,1.09,1,0.13,0,1.58,0.76,0,0.15,1
-0.88,0,0,0,1.82,-0.7,0.52,3,1,1,0.62,0.8,1,0.05,1
-0.88,1,0,1,1.53,-0.35,0.68,2,0.5,1,0.49,0.93,0.5,0.07,1
0.62,1,0,1,1.44,0.34,1.52,1,0.17,1,1.16,1.02,0.17,0.11,1
-3.03,0,1,0,1.25,1.03,1.07,3,0.38,0,0.73,1.01,0,0.15,1
1.55,1,0,0,0.1,0,0.34,1,0.2,0,-0.03,0.99,0,0.13,1
-0.4,1,0,0,-0.56,1.38,-1.23,1,0.11,0,0.74,0,0,0.27,1
0.69,0,1,1,-0.37,-1.39,-1.23,3,3,0,1.3,0,0,0.03,1
0.71,0,1,0,0.77,1.38,0.64,1,0.11,0,-0.64,1.85,0,0.19,1
0.91,1,0,1,1.44,-0.35,-1.23,1,0.25,1,-0.77,0,0.25,0.07,1
-0.91,0,1,0,0.67,1.03,0.48,1,0.13,0,1.1,0.65,0,0.17,1
1.79,0,0,1,2.01,1.03,0.93,3,0.38,0,0.92,0.88,0,0.13,1
0.56,1,0,0,0.96,0.69,-1.23,1,0.14,0,-0.64,0,0,0.14,1
-1.21,1,0,1,2.2,-1.04,-1.23,2,1,0,-1,0,0,0.03,1
1.39,0,0,0,-0.66,-0.7,0.77,2,0.67,1,-0.83,2.37,0.67,0.09,1
0.56,0,0,0,0.39,1.72,1.12,1,0.1,1,-1.57,14.55,0.1,0.23,1
0.81,0,0,1,0.67,0,0.66,1,0.2,0,0.07,1.13,0,0.11,1
-1.09,0,1,0,0.01,0.34,-1.23,1,0.17,0,-1.07,0,0,0.15,1
0.05,1,0,0,1.91,0.69,-1.23,1,0.14,0,-0.19,0,0,0.12,1
0.17,0,0,0,-0.18,0,0.25,3,0.6,0,1.36,0.52,0,0.14,1
0.18,0,1,0,-1.42,0.69,1.56,1,0.14,0,0.11,1.63,0,0.29,1
-0.31,1,0,1,0.77,-1.73,-1.23,1,1,1,0.59,0,1,0,1
0.72,1,0,0,0.58,-1.39,0.42,2,2,1,-1.12,2.89,2,0.02,1
-1.64,1,0,0,0.96,1.03,-1.23,1,0.13,1,1.44,0,0.13,0.16,1
2.06,1,0,1,2.3,1.03,1.5,1,0.13,0,1.46,0.92,0,0.13,1
-1.15,0,1,1,-0.09,0.34,-1.23,1,0.17,1,0.92,0,0.17,0.16,1
-0.65,0,0,0,-0.37,-1.39,0.43,1,1,0,1.39,0.57,0,0.03,1
0.08,0,1,0,-0.76,-1.04,-0.64,1,0.5,0,0.06,0.35,0,0.06,1
0.71,1,0,0,0.29,-0.35,-1.23,1,0.25,0,-1.25,0,0,0.1,1
0.11,0,0,1,0.48,-1.39,1.04,1,1,0,1.56,0.74,0,0.02,1
0.04,1,0,1,0.1,0.34,-1.23,1,0.17,0,1.46,0,0,0.15,1
-0.11,1,0,1,2.3,-1.04,-0.13,2,1,1,0.22,0.61,1,0.03,1
0.73,1,0,0,1.53,-0.7,-0.52,1,0.33,0,-0.6,0.67,0,0.05,1
-2.35,1,0,0,-0.28,0,0.34,1,0.2,0,0.32,0.83,0,0.14,1
0.68,1,0,0,1.25,0.69,-0.17,2,0.29,0,-1.49,4.52,0,0.13,1
0.05,0,1,1,-0.09,-0.7,2.8,3,1,1,-0.33,3.1,1,0.08,1
-0.51,1,0,0,0.39,-1.04,-1.23,1,0.5,0,-0.88,0,0,0.05,1
-0.14,0,0,0,1.53,-1.39,0.75,1,1,0,-0.32,1.52,0,0.02,1
0.74,0,0,0,0.87,1.72,0.99,1,0.1,1,-1.68,39.83,0.1,0.21,1
-2.55,0,0,0,1.44,-0.35,0.78,1,0.25,0,-0.28,1.5,0,0.07,1
-1.97,1,0,0,-1.14,0.69,-1.23,2,0.29,0,0.97,0,0,0.26,1
-0.34,0,0,0,1.44,-0.35,0.67,1,0.25,1,0.58,0.89,0.25,0.07,1
0.55,1,0,1,-0.66,0.69,0.82,4,0.57,0,1.47,0.69,0,0.22,1
-0.43,0,1,0,0.39,0.34,0.15,2,0.33,1,0.23,0.76,0.33,0.14,1
0.88,0,0,1,1.72,1.38,0.3,1,0.11,0,-1.25,3.35,0,0.16,1
-0.08,1,0,0,1.15,-1.04,0.46,1,0.5,0,-1.13,3.01,0,0.04,1
0.24,1,0,1,-1.99,0.69,-1.23,2,0.29,1,-0.77,0,0.29,0.39,1
1.92,0,1,1,1.72,-0.35,0.4,1,0.25,0,-1.09,2.73,0,0.07,1
1.06,1,0,1,1.72,0.69,-1.23,1,0.14,0,1.03,0,0,0.12,1
0.98,1,0,0,1.53,1.38,0.54,1,0.11,1,-0.84,2.14,0.11,0.16,1
0.44,1,0,1,-0.28,1.03,1.63,1,0.13,0,-0.72,3.03,0,0.22,1
-0.46,0,0,1,2.49,1.72,0.8,3,0.3,0,-1.6,16.07,0,0.15,1
0.56,0,0,0,1.63,-1.04,1.07,1,0.5,0,-0.2,1.62,0,0.04,1
-0.17,0,0,0,0.67,0,0.76,1,0.2,1,-0.88,2.49,0.2,0.11,1
-0.98,0,0,1,-0.18,1.38,1.1,2,0.22,0,-0.16,1.59,0,0.24,1
0.51,0,0,0,1.91,0,0.98,1,0.2,0,0.75,0.96,0,0.08,1
-1.3,0,1,0,0.77,0.34,0.67,1,0.17,0,-0.31,1.44,0,0.13,1
1.53,0,1,0,1.82,1.38,-1.23,2,0.22,0,0.33,0,0,0.16,1
1.27,0,0,1,0.77,-1.04,0.67,4,2,1,0.75,0.83,2,0.04,1
0.8,1,0,0,0.67,-1.04,0.53,1,0.5,0,-1.39,5.41,0,0.04,1
-1.58,0,0,0,0.2,-0.35,0.18,2,0.5,1,-1.52,6.96,0.5,0.1,1
1.21,0,0,0,-0.37,0.34,0.89,1,0.17,0,0.27,1.14,0,0.17,1
0.72,1,0,0,-0.09,1.72,-1.23,2,0.2,1,-0.76,0,0.2,0.26,1
-0.03,0,1,0,1.63,0.34,1.3,2,0.33,0,0.71,1.12,0,0.11,1
-0.19,0,0,1,0.2,-0.7,0.8,1,0.33,0,1.35,0.71,0,0.07,1
-0.3,1,0,0,-0.85,-1.04,1.32,3,1.5,0,0.73,1.11,0,0.07,1
-1.63,1,0,0,-0.76,-0.7,-1.23,1,0.33,1,1.33,0,0.33,0.1,1
0.32,0,0,1,0.29,-0.7,0.67,2,0.67,0,-1.58,12.5,0,0.07,1
1.09,0,1,1,-0.09,0.34,0.68,1,0.17,0,1.21,0.7,0,0.16,1
-0.26,1,0,0,1.82,1.72,-0.36,1,0.1,1,1.6,0.28,0.1,0.17,1
-0.81,1,0,1,0.39,-1.04,1.02,1,0.5,0,-1.28,5.31,0,0.05,1
-0.35,0,0,0,-0.18,-0.35,0.64,2,0.5,0,1.31,0.66,0,0.11,1
0.09,1,0,0,1.63,1.38,0.76,1,0.11,0,-0.01,1.24,0,0.16,1
-1.16,1,0,0,-0.09,1.03,0.2,2,0.25,0,-1.25,3.14,0,0.21,1
-1.65,0,0,0,1.72,-0.35,0.57,1,0.25,1,-1.02,2.72,0.25,0.07,1
-0.73,1,0,0,2.49,1.38,0.49,3,0.33,0,0.14,0.99,0,0.14,1
-1.12,1,0,0,1.91,-1.04,-0.12,2,1,0,-1.6,8.72,0,0.03,1
-0.21,0,0,1,1.06,-0.7,0.85,4,1.33,1,-0.91,2.71,1.33,0.06,1
-0.07,1,0,1,0.87,1.03,-1.23,2,0.25,1,-0.96,0,0.25,0.17,1
0.4,0,1,0,0.58,-1.73,-0.3,1,1,0,1.7,0.29,0,0,1
0.5,1,0,1,0.1,0.69,-1.23,1,0.14,1,0.92,0,0.14,0.18,1
1.02,0,0,1,0.77,1.38,0.54,1,0.11,1,0.62,0.81,0.11,0.19,1
-0.53,0,0,1,0.67,1.38,0.75,1,0.11,1,-1.2,3.94,0.11,0.2,1
-1.09,1,0,0,1.53,0,-1.23,1,0.2,0,-1.57,0,0,0.09,1
-0.02,0,0,0,1.06,0,1.26,1,0.2,1,-0.22,1.78,0.2,0.1,1
0.76,0,0,0,0.87,0.34,0.54,2,0.33,1,-0.34,1.37,0.33,0.13,1
-0.11,1,0,1,-0.56,0.69,1.25,1,0.14,0,-1.29,6.01,0,0.21,1
-1.32,0,0,1,0.2,-1.73,0.69,1,1,0,0.39,0.98,0,0,1
0.66,0,0,0,0.96,-0.35,0.27,1,0.25,0,-1.61,12.29,0,0.08,1
-1.37,0,0,1,0.67,-0.35,0.6,1,0.25,0,-0.13,1.23,0,0.09,1
-0.64,0,0,1,1.53,0.69,0.7,1,0.14,0,-0.61,1.84,0,0.13,1
0.71,0,0,0,0.29,0,0.97,3,0.6,0,0.85,0.92,0,0.12,1
-0.35,0,0,0,1.82,-0.7,0.68,2,0.67,0,-1.13,3.38,0,0.05,1
0,1,0,1,-0.37,0.69,-0.03,3,0.43,0,0.51,0.58,0,0.2,1
-0.14,0,1,0,0.58,-1.04,1.31,1,0.5,1,0.78,1.09,0.5,0.04,1
-0.84,0,1,0,0.29,-1.39,-1.23,1,1,1,-0.29,0,1,0.02,1
0.6,0,0,1,0.58,-0.35,0.74,1,0.25,1,-1.74,10614.66,0.25,0.09,1
-0.32,0,0,1,0.01,1.38,1.33,1,0.11,0,-0.34,1.98,0,0.23,1
-0.03,0,1,0,1.44,0.69,0.67,1,0.14,0,1.26,0.69,0,0.13,1
0.89,0,0,0,0.39,-1.39,0.79,1,1,0,0.67,0.91,0,0.02,1
-0.38,0,1,0,0.2,0.69,1.66,1,0.14,0,-1.49,12.27,0,0.17,1
1.15,0,0,1,-0.47,-0.35,0.2,2,0.5,0,-0.55,1.3,0,0.12,1
2.06,0,0,1,-1.04,-0.35,1.15,1,0.25,0,-0.68,2.44,0,0.14,1
0.22,1,0,1,1.25,1.03,1.5,1,0.13,0,-0.76,3.01,0,0.15,1
-0.2,0,0,1,-0.18,1.03,0.99,2,0.25,0,0.91,0.91,0,0.22,1
0.59,0,0,0,0.39,-1.73,0.68,1,1,0,1.42,0.66,0,0,1
-0.98,1,0,0,1.25,1.38,-1.23,1,0.11,0,1.31,0,0,0.17,1
-0.38,1,0,1,0.1,0.34,-1.23,1,0.17,1,-1.39,0,0.17,0.15,1
1.53,0,0,0,0.96,0,0.9,1,0.2,1,-1.19,4.18,0.2,0.1,1
0.95,0,0,0,0.2,-0.35,0.26,1,0.25,1,-0.46,1.26,0.25,0.1,1
-1.14,1,0,1,-1.61,-0.35,-1.23,3,0.75,1,1.5,0,0.75,0.18,1
-1.17,0,0,1,0.01,-0.7,0.94,1,0.33,0,-1.19,4.26,0,0.08,1
1.28,1,0,0,1.25,-1.04,-0.32,1,0.5,0,0.23,0.5,0,0.04,1
-0.23,0,0,0,2.11,-1.39,0.33,1,1,1,0.87,0.65,1,0.02,1
-0.87,1,0,0,0.29,0.34,-1.23,1,0.17,0,1.4,0,0,0.14,1
-1.17,0,0,0,0.67,0,0.39,1,0.2,1,0.71,0.72,0.2,0.11,1
0.28,0,0,0,1.15,-1.39,1.11,1,1,0,0.17,1.33,0,0.02,1
0.11,1,0,1,0.77,0,-1.23,1,0.2,1,0.12,0,0.2,0.11,1
-0.77,1,0,1,2.3,1.38,-0.09,1,0.11,0,-0.37,0.89,0,0.14,1
0.1,0,0,1,0.2,-1.39,0.86,1,1,0,-1.29,4.99,0,0.02,1
0.22,1,0,0,1.34,1.38,1.49,4,0.44,1,0.82,1.15,0.44,0.17,1
0.79,0,0,1,-0.28,0.34,1.02,1,0.17,1,0.23,1.24,0.17,0.17,1
-3.1,0,0,0,1.72,-0.35,1.39,1,0.25,0,1.21,0.96,0,0.07,1
0.92,1,0,0,-0.18,1.03,-1.23,2,0.25,0,1.59,0,0,0.22,1
-1.43,1,0,0,0.2,1.03,1.1,1,0.13,0,-0.61,2.24,0,0.2,1
-1.35,0,0,0,-0.76,-0.7,0.52,1,0.33,1,1.45,0.59,0.33,0.1,1
-1.91,0,0,0,1.63,-1.04,0.57,3,1.5,0,1.7,0.57,0,0.04,1
-0.38,1,0,0,-0.18,1.03,-0.02,4,0.5,1,0.55,0.57,0.5,0.22,1
0.05,1,0,0,1.06,1.72,-1.23,4,0.4,0,1.38,0,0,0.2,1
-0.9,1,0,1,0.1,-0.35,-1.23,1,0.25,0,-0.25,0,0,0.1,1
1.11,1,0,0,1.06,-1.04,0.31,3,1.5,1,-0.56,1.41,1.5,0.04,1
-1.58,0,0,1,2.11,0.69,0.42,1,0.14,0,1.52,0.55,0,0.11,1
1.36,0,1,1,1.25,-0.35,-1.23,1,0.25,1,-0.82,0,0.25,0.08,1
-0.27,1,0,0,0.58,-0.7,-0.13,1,0.33,0,1.18,0.41,0,0.07,1
0,0,0,1,0.1,-1.39,0.93,2,2,0,1.29,0.77,0,0.03,1
0.42,1,0,1,1.82,-0.7,-1.23,1,0.33,1,1.65,0,0.33,0.05,1
-0.69,0,0,0,0.67,0.34,0.17,2,0.33,0,0.35,0.73,0,0.13,1
-1.04,0,0,0,0.58,1.03,0.56,1,0.13,0,-0.04,1.14,0,0.18,1
-0.41,1,0,0,2.11,-0.7,0.88,4,1.33,1,-0.59,1.99,1.33,0.05,1
-1.05,0,0,1,0.2,1.38,0.3,3,0.33,1,0.55,0.72,0.33,0.22,1
0.1,1,0,1,1.06,-1.39,-1.23,3,3,1,1.6,0,3,0.02,1
-1.31,1,0,1,1.06,-0.35,-1.23,2,0.5,1,-1.19,0,0.5,0.08,1
-0.06,1,0,0,-0.28,1.03,-1.23,2,0.25,1,-1.53,0,0.25,0.22,1
0.79,0,1,1,3.06,1.03,-1.23,1,0.13,1,1.71,0,0.13,0.11,1
-0.01,0,1,0,-0.85,0.34,-1.23,1,0.17,0,-0.56,0,0,0.2,1
0.17,1,0,0,-0.09,0.34,1.09,1,0.17,1,-0.45,1.95,0.17,0.16,1
-0.4,0,0,0,0.77,0.34,0.86,1,0.17,1,-0.94,2.84,0.17,0.13,1
0.15,0,0,0,1.15,1.38,0.55,2,0.22,1,-1.72,99.4,0.22,0.18,1
-1.03,0,0,1,1.44,0,0.42,1,0.2,0,1.33,0.58,0,0.09,1
-2.95,0,0,1,-0.85,-1.73,0.82,1,1,0,-0.32,1.57,0,0,1
0.48,0,0,0,-0.09,0.34,0.9,1,0.17,1,-1.61,17.95,0.17,0.16,1
-1.17,0,0,0,0.77,0.34,0.43,1,0.17,0,-1.46,6.34,0,0.13,1
0.3,1,0,0,-1.42,1.72,-1.23,3,0.3,0,0.95,0,0,0.42,1
-1.08,0,0,0,1.82,-0.7,0.48,4,1.33,0,0.5,0.83,0,0.05,1
0.43,0,0,1,0.58,0.34,1.22,4,0.67,1,0.14,1.41,0.67,0.13,1
2.06,0,1,1,0.96,1.03,-1.23,1,0.13,0,-1.29,0,0,0.16,1
-0.17,0,0,1,0.87,-1.04,0.49,1,0.5,1,0.06,1.03,0.5,0.04,1
1.22,0,1,0,0.29,-0.7,-1.23,1,0.33,0,1.06,0,0,0.07,1
0.11,0,1,0,0.29,1.38,-0.02,1,0.11,0,-1.26,2.73,0,0.21,1
0.64,0,0,0,0.1,-0.7,0.53,2,0.67,0,0.35,0.91,0,0.08,1
-1.96,1,0,1,1.15,1.38,0.7,1,0.11,0,-0.75,2.11,0,0.18,1
-1.23,1,0,1,0.48,-0.7,1.16,1,0.33,0,-0.44,1.99,0,0.07,1
0.2,0,0,1,0.1,-1.04,1.42,3,1.5,0,1.34,0.93,0,0.05,1
0.81,1,0,0,2.2,-0.35,1.03,1,0.25,0,-1.2,4.54,0,0.06,1
0.95,1,0,0,-1.04,-1.04,1.85,1,0.5,0,0.15,1.77,0,0.07,1
0.19,1,0,0,0.48,1.03,0.32,1,0.13,0,0.55,0.73,0,0.18,1
-0.4,0,0,1,-0.85,1.38,1.06,1,0.11,0,0.1,1.35,0,0.3,1
-1.31,1,0,1,1.25,-1.04,0.18,1,0.5,0,1.28,0.51,0,0.04,1
-0.54,1,0,0,2.39,1.38,-1.23,1,0.11,1,-1.51,0,0.11,0.14,1
0.17,0,0,1,0.39,-1.39,0.43,1,1,0,-1.18,3.17,0,0.02,1
-2.45,1,0,1,-0.09,1.03,-1.23,1,0.13,1,-0.39,0,0.13,0.21,1
-0.55,0,0,0,0.01,1.03,1.38,3,0.38,0,-1.11,4.51,0,0.21,1
-0.67,1,0,0,-1.04,0,-1.23,3,0.6,0,1.22,0,0,0.18,1
-1.98,0,0,1,0.67,0.69,0.54,1,0.14,0,-1.65,22.21,0,0.15,1
-0.84,0,0,0,0.29,1.38,1.12,1,0.11,0,-1.17,4.49,0,0.21,1
0.78,0,1,0,1.63,1.03,0.75,3,0.38,1,0.52,0.95,0.38,0.14,1
-0.9,0,0,0,0.48,-0.7,0.57,3,1,1,0.08,1.07,1,0.07,1
-0.28,0,0,0,0.87,-1.39,0.51,1,1,0,0.33,0.91,0,0.02,1
-0.01,0,1,1,0.2,-0.7,0.84,3,1,0,0.24,1.13,0,0.07,1
0.4,1,0,1,-1.61,-0.35,0.96,1,0.25,0,-0.84,2.62,0,0.18,1
-2.58,0,0,1,0.87,1.03,0.83,1,0.13,0,1.32,0.73,0,0.17,1
-1.75,1,0,0,1.72,1.38,-1.23,3,0.33,1,1.21,0,0.33,0.16,1
0.49,0,1,0,-0.76,1.03,1.74,1,0.13,0,0.27,1.6,0,0.26,1
